Team,Rotation,Serve Loc,Speed,Pass Loc,Passer #,PassRTG,OH Path,MH Path,RS Path,Setter #,Setter zone,Set,Hitter #,Hit To,Result,Speed,FBWL
ISUB,1,C,O,6,8,3,5,1,4,12,3,1,3,5,A,O,
ISUB,1,B,O,1,10,1,5,1,4,12,6,4,15,6,A,O,
ISUB,1,B,O,1,10,3,5,1,4,12,3,4,15,6,K, +,W
ISUB,4,B,O,5,10,3,4,C,,2,4,BRA,13,6,E,L,
ISUB,4,A ,O,3,2,0,,,,,,,,,,,L
ISUB,4,A, +,1,9,3,5,1,4,2,3,4,13,5,A,O,
ISUB,4,A,O,1,9,3,5,3,2,2,3,5,19,5,A,O,
ISUB,4,A,O,1,19,1,5,3,2,2,2,5,19,1,BE,O,L
ISUB,2,A, +,1,10,1,,,,,,,,,,,
ISUB,2,A,O,5,19,1,,,,,,,,,,,
ISUB,2,A,O,5,8,3,4,1,5,12,3,1,3,1,A,O,
ISUB,2,A,O,1,10,3,4,B,5,12,3,B,3,5,E,O,L
ISUB,2,A,O,6,8,1,4,,5,12,6,4,19,R6,A,-,
ISUB,2,A,O,5,19,0,,,,,,,,,,,L
ISUB,2,A,O,5,19,2,4,B,5,12,4,4,19,5,E,O,L
ISUB,2,A,O,5,19,3,4,B,5,12,3,5,15,T4,A,-,
ISUB,2,A,O,6,8,3,4,1,5,12,3,5,15,6,A,O,
ISUB,2,A,O,5,6,1,4,,5,3,6,5,15,T2,A,-,
ISUB,2,A,O,5,19,1,,,,,,,,,,,
ISUB,2,A,O,5,8,3,4,3,5,12,3,5,15,5,BA,O,
ISUB,2,A,O,6,10,3,4,B,5,12,3,4,19,5,K, +,W
ISUB,2,A,O,5,8,0,,,,,,,,,,,L
ISUB,2,A,O,1,10,1,,,,19,4,BRA,10,1,E,O,L
ISUB,2,A,O,1,10,3,4,1,5,12,3,5,15,1,K,O,W
ISUB,2,A,O,1,10,3,4,B,C,12,3,4,19,5,K,O,W
ISUB,2,A,O,6,10,1,,,,,,,,,,,
ISUB,2,A,O,2,3,3,4,C,2,12,3,4,19,5,A,O,
ISUB,5,C,O,6,8,1,,,4,13,1,4,5,R1,BA,O,
ISUB,5,C,O,1,8,1,5,,4,2,2,5,13,1,K,O,W
ISUB,5,C,O,1,19,3,5,3,4,2,3,3,1,1,K, +,W
ISUB,3,C,O,5,19,1,4,,5,12,6,4,19,T2,BA,-,
ISUB,3,C,O,6,10,1,,,,19,5,BRA,10,6,A,O,
ISUB,3,C,O,5,10,3,4,3,5,12,3,3,1,6,BA,O,
ISUB,3,C,O,6,10,2,4,3,5,12,2,5,15,1,E,O,L
ISUB,3,C,O,6,10,3,4,3,5,12,3,5,15,1,BA,O,
ISUB,3,C,O,6,10,3,4,3,5,12,3,SD,12,3,A,-,
ISUB,3,C,O,6,10,3,4,3,5,12,3,5,15,1,A,O,
ISUB,3,C,O,6,10,1,,,,,,,,,,,
ISUB,3,C,O,5,19,3,4,3,5,12,3,3,1,1,K,O,W
ISUB,3,C,O,6,10,3,4,3,5,12,3,5,15,1,K, +,W
ISUB,3,C,O,6,10,3,4,3,5,12,3,3,1,5,K, +,W
ISUB,6,C,O,1,8,2,4,3,5,2,2,5,13,5,BA,O,
ISUB,6,C,O,6,19,3,4,3,5,2,3,5,13,6,BA,O,L
ISUB,6,C,O,6,19,3,4,3,5,2,3,4,5,5,A,O,
ISUB,6,C,O,6,19,1,4,3,5,8,6,4,5,1,BA,O,
ISUB,6,C,O,6,19,1,4,B,5,2,4,4,5,5,BA,O,
ISUB,6,C,O,6,19,3,4,3,5,2,3,5,13,5,K, +,W
ISUB,4,B,O,1,19,3,5,1,4,2,3,4,13,5,E,O,L
ISUB,4,B,O,1,19,1,5,,4,2,1,4,13,5,K,O,W
ISUB,4,B,O,6,8,1,5,,4,2,1,5,19,6,BE, +,L
ISUB,4,B,O,3,1,3,4,C,2,2,4,4,19,5,BK, +,W
ISUB,4,B,O,3,10,1,,,,,,,,,,,
ISUB,4,B,O,6,10,3,4,C,2,2,3,4,19,6,K, +,W
ISUB,4,B,O,3,10,1,4,,2,2,1,4,19,4,K,O,W
ISUB,4,C,O,6,10,3,4,C,2,2,3,4,19,5,A,O,
ISUB,4,C,O,6,10,3,4,C,2,2,3,4,19,6,BK,O,W
ISUB,4,C,O,1,8,3,4,C,2,2,3,4,19,6,BE,O,L
ISUB,4,C,O,1,10,1,5,,4,1,4,4,13,6,BA,O,
ISUB,4,C,O,1,8,3,4,3,2,2,2,4,19,4,K,O,W
ISUB,4,C,O,,,,,,,,,,,,,,
ISUB,1,C,O,6,21,3,4,C,2,12,C,3,1,BA, +,,
ISUB,1,A,O,6,21,3,4,C,2,12,3,4,5,6,BA,O,
ISUB,5,A, +,6,8,0,,,,,,,,,,,L
ISUB,5,A,O,6,8,2,4,3,5,2,2,4,10,R6,K,-,W
ISUB,5,A,O,6,8,3,4,3,5,2,2,5,13,5,BK, +,W
ISUB,5,A,O,1,21,3,4,3,5,2,3,3,1,T3,K,-,W
ISUB,5,C,O,5,10,3,4,3,5,2,3,3,1,1,E,O,L
ISUB,5,C, +,5,10,1,4,3,5,2,6,5,13,6,K,O,W
ISUB,5,A,O,1,21,1,4,,,2,5,4,10,5,A,O,
ISUB,5,A,O,2,1,1,4,,,8,6,4,10,R6,A,O,
ISUB,5,C,O,6,8,3,4,3,5,2,3,5,13,1,K, +,W
ISUB,5,C, +,6,8,1,4,3,5,2,1,4,10,5,A,O,
ISUB,5,C, +,5,8,1,4,3,5,2,6,4,10,T1,A,-,
ISUB,5,C, +,6,8,2,4,C,2,2,2,C,3,T1,A,-,
ISUB,5,C, +,6,8,0,,,,,,,,,,,L
ISUB,5,C, +,5,10,1,,,,,,,,,,,
ISUB,6,C,O,6,21,1,4,,5,8,6,4,10,R6,A,-,
ISUB,6,C,O,5,10,2,4,C,2,2,2,2,13,1,E, +,L
ISUB,6,C, +,5,10,1,4,3,5,2,5,4,10,5,A,O,
ISUB,6,A,O,6,21,3,4,3,5,2,3,5,13,5,K, +,W
ISUB,6,C, +,6,21,3,4,C,2,2,3,2,13,6,A,O,
ISUB,6,A,O,5,10,3,4,B,5,2,4,4,10,T2,A,-,
ISUB,6,A,O,5,10,3,4,3,5,2,3,5,13,1,K,O,W
ISUB,6,C,O,6,21,3,4,3,5,2,3,5,13,5,E, +,L
ISUB,6,A,O,3,5,3,4,3,5,2,3,5,13,6,BA,O,
ISUB,3,C,O,2,15,3,4,3,5,12,3,5,15,1,A,O,
ISUB,3,B,O,6,19,1,4,3,5,12,6,5,15,T2,K,-,W
ISUB,1,a ,o,3,15,1,4,1,5,8,6,4,10,5,k, + ,w 
ISUB,1,a,o,6,21,2,4,1,5,12,3,4,10,5,ba,o,
ISUB,1,a,o,6,21,1,4,1,5,12,3,1,3,1,a,o,
ISUB,1,a,o,1,10,3,5,1,4,12,3,4,15,t2,a,-,
ISUB,1,a,o,6,8,3,4,3,5,12,3,3,3,1,a, + ,
ISUB,1,a,o,5,21,1,4,1,5,12,3,4,15,5,a,o,
ISUB,1,a,o,1,10,3,5,1,4,12,3,4,15,6,e, + ,l
ISUB,2,a,o,5,19,1,4,1,5,12,6,4,19,6,a,o,
ISUB,2,a,o,6,8,3,4,1,5,12,3,4,19,5,k, + ,w
ISUB,2,a,o,6,8,3,4,1,5,12,3,5,15,1,ba,o,
ISUB,2,a,o,6,8,3,4,1,5,12,3,5,15,1,bk,o,w
ISUB,2,a,o,6,8,3,4,1,5,12,3,1,3,t3,a,-,
ISUB,2,a,o,6,8,2,4,1,5,12,4,4,19,5,k, + ,w
ISUB,3,a,o,5,10,3,4,1,5,12,3,5,15,1,ba,o,
ISUB,3,a,o,6,10,3,4,1,5,12,3,1,18,5,be, + ,l
ISUB,3,a,o,6,10,1,,,,,,,,,,,
ISUB,3,a,o,5,10,1,4,1,5,15,2,4,19,5,e,o,l
ISUB,3,a,o,5,10,3,4,1,5,12,3,5,15,6,k, + ,w
ISUB,3,c,o,5,10,2,4,1,5,12,3,4,19,5,bk, + ,w
ISUB,3,c,o,5,10,2,4,1,5,12,3,5,15,5,k, + ,w
ISUB,3,c,o,5,19,3,4,1,5,12,3,5,15,5,e, + ,l
